-5.6648e-06,-0,0,-5.9712e-05,-0,0,2.2328e-05,0,0
-0.00087118,-0,0,-0.00022811,-0,0,-0.0002918,-0,0
-0.0015299,-0,0,-0.002017,-0,0,-0.0014231,-0,0
-0.0032733,-0,0,-0.0030063,-0,0,-0.0021133,-0,0
-0.0039637,-0,0,-0.0029249,-0,0,-0.0013704,-0,0
-0.0011735,-0,0,-0.0010051,-0,0,-0.00050654,-0,0
0.0013731,0,0,0.0017788,0,0,-2.2652e-05,-0,0
0.0050157,0,0,0.0019588,0,0,0.0017654,0,0
0.0050897,0,0,0.0049348,0,0,0.0023108,0,0
0.0050656,0,0,0.0051591,0,0,0.004102,0,0
0.0047114,0,0,0.0040881,0,0,0.0017482,0,0
0.002135,0,0,0.00049486,0,0,-0.00036839,-0,0
-0.0026622,-0,0,-0.0017858,-0,0,0.0001721,0,0
-0.0059829,-0,0,-0.0031534,-0,0,-0.00096266,-0,0
-0.0068125,-0,0,-0.005041,-0,0,-0.0034964,-0,0
-0.0061363,-0,0,-0.006475,-0,0,-0.0043967,-0,0
-0.0071289,-0,0,-0.0045046,-0,0,-0.0015755,-0,0
-0.0046192,-0,0,-0.00027372,-0,0,0.0013646,0,0
0.0028639,0,0,0.00073092,0,0,-1.3254e-05,-0,0
0.006932,0,0,0.0031768,0,0,-0.0014333,-0,0
0.0056225,0,0,0.0056823,0,0,0.0044629,0,0
0.0048067,0,0,0.0062939,0,0,0.0066259,0,0
0.0058113,0,0,0.0049159,0,0,-1.0462e-05,-0,0
0.00417,0,0,-0.0013612,-0,0,-0.001639,-0,0
-0.005589,-0,0,-0.0031346,-0,0,-0.00099562,-0,0
-0.01232,-0,0,-0.0051811,-0,0,-0.0013317,-0,0
-0.0087521,-0,0,-0.0096275,-0,0,-0.0041602,-0,0
-0.0033858,-0,0,-0.0051807,-0,0,-0.0071551,-0,0
5.1555e-05,0,0,0.00085704,0,0,0.0018887,0,0
0.0043757,0,0,0.0067716,0,0,0.006193,0,0
0.0094207,0,0,0.0069054,0,0,0.0013551,0,0
0.0106,0,0,0.0043161,0,0,0.0026336,0,0
0.0038956,0,0,0.0059738,0,0,0.0038077,0,0
-0.00089609,-0,0,0.0019859,0,0,0.0017488,0,0
-0.0023733,-0,0,-0.004272,-0,0,-0.0035705,-0,0
-0.0067795,-0,0,-0.0059175,-0,0,-0.0039712,-0,0
-0.0085835,-0,0,-0.0061016,-0,0,-0.0011594,-0,0
-0.005542,-0,0,-0.0046766,-0,0,-0.0039839,-0,0
-0.0013452,-0,0,-0.0034683,-0,0,-0.003402,-0,0
5.9225e-05,0,0,0.00067436,0,0,0.0025083,0,0
0.0025524,0,0,0.0062456,0,0,0.0038763,0,0
0.0091818,0,0,0.0043167,0,0,0.0024593,0,0
0.010068,0,0,0.0051289,0,0,0.0001127,0,0
0.0033934,0,0,0.0062601,0,0,0.0030007,0,0
-0.00044004,-0,0,0.00045754,0,0,0.0049467,0,0
-0.0017291,-0,0,-0.0015196,-0,0,-0.0045578,-0,0
-0.0044262,-0,0,-0.0059801,-0,0,-0.0048956,-0,0
-0.0082994,-0,0,-0.006132,-0,0,0.0011642,0,0
-0.005684,-0,0,0.00046495,0,0,-0.0022681,-0,0
0.0050217,0,0,-0.0016623,-0,0,-0.00108,-0,0
0.0072269,0,0,0.0042178,0,0,0.0026717,0,0
0.0054173,0,0,0.0099871,0,0,0.0061726,0,0
0.0085735,0,0,0.0040413,0,0,0.0045865,0,0
0.0067088,0,0,0.0034812,0,0,-0.0035784,-0,0
0.00087259,0,0,0.00025955,0,0,0.0013897,0,0
-0.0058978,-0,0,-0.0017421,-0,0,0.0025454,0,0
-0.006948,-0,0,-0.0048783,-0,0,-0.0044292,-0,0
-0.0042798,-0,0,-0.0074765,-0,0,-0.0055553,-0,0
-0.0046927,-0,0,-0.00288,-0,0,-0.00010734,-0,0
-0.0019172,-0,0,0.002219,0,0,0.00264,0,0
0.0060534,0,0,0.0019751,0,0,-0.00034966,-0,0
0.0073693,0,0,0.0031394,0,0,-0.00014202,-0,0
0.00091876,0,0,0.005719,0,0,0.004532,0,0
0.00044695,0,0,0.00090534,0,0,0.0037236,0,0
0.00078281,0,0,-0.0023849,-0,0,-0.004677,-0,0
-0.0048781,-0,0,-0.0039431,-0,0,-0.0031274,-0,0
-0.0091561,-0,0,-0.0044327,-0,0,0.0015135,0,0
-0.0056502,-0,0,-0.0039947,-0,0,-0.003559,-0,0
0.00022747,0,0,-0.0033146,-0,0,-0.0046734,-0,0
0.00062002,0,0,0.00080835,0,0,0.0033092,0,0
0.0022109,0,0,0.0065307,0,0,0.0032344,0,0
0.0086483,0,0,0.0033678,0,0,0.00093026,0,0
0.0075942,0,0,0.0033912,0,0,0.0027064,0,0
0.0012291,0,0,0.00723,0,0,0.0029318,0,0
0.0030698,0,0,-0.0011252,-0,0,0.0031616,0,0
0.00081039,0,0,-0.0015728,-0,0,-0.0042104,-0,0
-0.0037768,-0,0,-0.0010409,-0,0,-0.0022634,-0,0
-0.0038247,-0,0,-0.005023,-0,0,0.0042613,0,0
-0.0017524,-0,0,0.0032026,0,0,-0.0019883,-0,0
0.0062461,0,0,0.00078312,0,0,0.00041269,0,0
0.0056176,0,0,0.0024896,0,0,0.0045599,0,0
-0.00020131,-0,0,0.009578,0,0,0.0026931,0,0
0.0034688,0,0,-0.0023266,-0,0,0.0044039,0,0
0.00032309,0,0,-0.00054033,-0,0,-0.0058584,-0,0
-0.005075,-0,0,-0.0024205,-0,0,-0.0027465,-0,0
-0.0070597,-0,0,-0.0070352,-0,0,0.0043986,0,0
-0.0078027,-0,0,7.5334e-05,0,0,-0.0069617,-0,0
0.0012863,0,0,-0.0072182,-0,0,-0.0023701,-0,0
0.0011271,0,0,0.00091425,0,0,0.0016257,0,0
0.00069789,0,0,0.0098155,0,0,0.0017035,0,0
0.010665,0,0,-0.00058759,-0,0,0.0061092,0,0
0.0063509,0,0,0.0076175,0,0,-0.0026601,-0,0
0.0020224,0,0,0.0039882,0,0,0.003996,0,0
-0.00011775,-0,0,-0.0021876,-0,0,0.0040785,0,0
-0.0031535,-0,0,0.0021631,0,0,-0.0075743,-0,0
-0.00083848,-0,0,-0.008674,-0,0,0.00057657,0,0
-0.0070319,-0,0,-0.00065294,-0,0,0.000284,0,0
-0.0044051,-0,0,0.0010823,0,0,-0.00038228,-0,0
0.0048957,0,0,-0.0044817,-0,0,0.00011963,0,0
0.0038258,0,0,0.008048,0,0,-0.0021156,-0,0
0.0049147,0,0,0.0043555,0,0,0.0073745,0,0
0.0044912,0,0,0.0021888,0,0,0.0031139,0,0
0.00051215,0,0,0.0021884,0,0,-0.0065595,-0,0
-0.0033748,-0,0,-0.00812,-0,0,0.0011671,0,0
-0.011871,-0,0,-0.0033021,-0,0,-0.0019291,-0,0
-0.0083335,-0,0,-0.0057238,-0,0,-0.005423,-0,0
-0.0015528,-0,0,-0.0093945,-0,0,-0.0023283,-0,0
